// Job-specific Values Database
//
// Structure of Database:
// JobID,Weight,HPFactor,HPMultiplicator,SPFactor,Unarmed,Dagger,1HSword,2HSword,1HSpear,2HSpear,1HAxe,2HAxe,1HMace,2HMace(unused),Rod,Bow,Knuckle,Instrument,Whip,Book,Katar,Revolver,Rifle,Gatling Gun,Shotgun,Grenade Launcher,Fuuma Shuriken,2HStaff,Shield
//
// Novice
0,	28000,70   ,5000  ,2200  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Swordman
1,	28000,70   ,5000  ,2200  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Magician
2,	28000,70   ,5000  ,2200  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Archer
3,	28000,70   ,5000  ,2200  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Acolyte
4,	28000,70   ,5000  ,2200  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Merchant
5,	28000,70   ,5000  ,2200  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Thief
6,	28000,70   ,5000  ,2200  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Knight
7,	28000,90  ,12000  ,3000  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Priest
8,	28000,90   ,12000  ,3000  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Wizard
9,	28000,90   ,12000  ,3000  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Blacksmith
10,	28000,90   ,12000  ,3000  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Hunter
11,	28000,90   ,12000  ,3000  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Assassin
12,	28000,90   ,12000  ,2250  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Knight (Peco)
13,	28000,90   ,12000  ,2250  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Crusader
14,	28000,90   ,12000  ,2250  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Monk
15,	28000,90   ,12000  ,3000  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Sage
16,	28000,90   ,12000  ,2250  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Rogue
17,	28000,90   ,12000  ,2250  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Alchemist
18,	28000,90   ,12000  ,2250  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Bard
19,	28000,90   ,12000  ,2250  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Dancer
20,	28000,90   ,12000  ,2250  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Crusader (Peco)
21,	28000,90   ,12000  ,2250  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Wedding
22,	28000,70   ,12000  ,2250  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Super Novice
23,	28000,70   ,12000  ,2250  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Gunslinger
24,	28000,70   ,12000  ,2250  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Ninja
25,	28000,70   ,12000  ,2250  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Novice High
4001,	20000,0    ,500  ,3200  ,40  ,55  ,57  ,200 ,200 ,200 ,50  ,200 ,50  ,55  ,65  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,65  ,10
// Swordman High
4002,	28000,70   ,500  ,3200  ,40  ,47  ,47  ,54  ,57  ,65  ,55  ,60  ,50  ,55  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,5
// Magician High
4003,	22000,30   ,500  ,3600  ,50  ,50  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,55  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,55  ,10
// Archer High
4004,	26000,50   ,500  ,3200  ,40  ,55  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,40  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,9
// Acolyte High
4005,	24000,40   ,500  ,3500  ,40  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,45  ,50  ,60  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,60  ,7
// Merchant High
4006,	28000,40   ,500  ,3300  ,40  ,52  ,52  ,200 ,200 ,200 ,48  ,55  ,50  ,55  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,5
// Thief High
4007,	24000,50   ,500  ,3200  ,40  ,48  ,50  ,200 ,200 ,200 ,60  ,200 ,200 ,200 ,200 ,53  ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,200 ,6
// Lord Knight
4008,	28000,150  ,500  ,3300  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// High Priest
4009,	28000,150   ,16000  ,3300  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// High Wizard
4010,	28000,150   ,16000  ,3300  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Whitesmith
4011,	28000,150   ,16000  ,3300  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Sniper
4012,	28000,150   ,16000  ,3300  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Assassin Cross
4013,	28000,150   ,16000  ,3300  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Lord Knight (Peco)
4014,	28000,150   ,16000  ,3300  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Paladin
4015,	28000,150   ,16000  ,3300  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Champion
4016,	28000,150   ,16000  ,3300  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Professor
4017,	28000,150   ,16000  ,3300  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Stalker
4018,	28000,150   ,16000  ,3300  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Creator
4019,	28000,150   ,16000  ,3300  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Clown
4020,	28000,150   ,16000  ,3300  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Gypsy
4021,	28000,150   ,16000  ,3300  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Paladin (Peco)
4022,	28000,150   ,16000  ,3300  ,40  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30  ,30 ,40 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,30 ,0
// Baby Novice
